,fiscal_year,buyer_name,tender/stage,tender/mainProcurementCategory,awardee,tender_count,avg_comp,award_val
712,2022-2023,Bodoland Territorial Council,AOC,Works,['ABHIJEET OJAH'],1.0,-1.0,9661529.7
713,2022-2023,Bodoland Territorial Council,AOC,Works,['ABONG BRAHMA'],1.0,-1.0,17466110.1
714,2022-2023,Bodoland Territorial Council,AOC,Works,['ALBERT NARZARI'],5.0,0.2,22619379.0
715,2022-2023,Bodoland Territorial Council,AOC,Works,['ALOK SAHA'],1.0,-1.0,14663471.0
716,2022-2023,Bodoland Territorial Council,AOC,Works,['AMILA NARZARY'],1.0,-1.0,4067810.0
717,2022-2023,Bodoland Territorial Council,AOC,Works,['AMIO KUNGOR BASUMATARY'],4.0,-1.0,85447667.3
718,2022-2023,Bodoland Territorial Council,AOC,Works,['ANANDA NARZARY'],1.0,2.0,40217520.0
719,2022-2023,Bodoland Territorial Council,AOC,Works,['ANIL BORO'],5.0,2.2,14925621.0
720,2022-2023,Bodoland Territorial Council,AOC,Works,['ANIMA DAIMARI'],1.0,3.0,10752344.3
721,2022-2023,Bodoland Territorial Council,AOC,Works,['ANJANA BORO'],1.0,-1.0,2510238.0
722,2022-2023,Bodoland Territorial Council,AOC,Works,['ANSUMWI NARZARY'],1.0,-1.0,2601197.9
723,2022-2023,Bodoland Territorial Council,AOC,Works,['ASHISH AGARWAL'],2.0,-1.0,21386612.7
724,2022-2023,Bodoland Territorial Council,AOC,Works,['ASHOK KUMAR BAJAJ'],1.0,-1.0,17016004.81
725,2022-2023,Bodoland Territorial Council,AOC,Works,['AYAN DAIMARI'],1.0,-1.0,3098101.5
726,2022-2023,Bodoland Territorial Council,AOC,Works,['Abdul Kayum Choudhury'],1.0,-1.0,2208620.7
727,2022-2023,Bodoland Territorial Council,AOC,Works,['Abdul Motaleb'],1.0,7.0,9800264.33
728,2022-2023,Bodoland Territorial Council,AOC,Works,['Abul Mazam'],1.0,4.0,9401820.3
729,2022-2023,Bodoland Territorial Council,AOC,Works,['Anurag Baishya'],1.0,4.0,4638410.1
730,2022-2023,Bodoland Territorial Council,AOC,Works,['Arjun Saha'],4.0,0.0,20962841.8
731,2022-2023,Bodoland Territorial Council,AOC,Works,['Ashok Boro'],1.0,-1.0,5593217.0
732,2022-2023,Bodoland Territorial Council,AOC,Works,['BADIUL HOQUE ZAMAL'],1.0,-1.0,2238552.56
733,2022-2023,Bodoland Territorial Council,AOC,Works,['BERPUNG RAJA BASUMATARY'],1.0,-1.0,2970297.27
734,2022-2023,Bodoland Territorial Council,AOC,Works,['BHABENDRA WARY'],1.0,3.0,4169348.04
735,2022-2023,Bodoland Territorial Council,AOC,Works,['BHASKAR BARMAN'],1.0,4.0,17865325.8
736,2022-2023,Bodoland Territorial Council,AOC,Works,['BHISMA KR DANGAL'],1.0,3.0,8824491.9
737,2022-2023,Bodoland Territorial Council,AOC,Works,['BICHITRA BASUMATARY'],1.0,4.0,15096862.8
738,2022-2023,Bodoland Territorial Council,AOC,Works,['BIJOY DEKA'],1.0,-1.0,4535340.3
739,2022-2023,Bodoland Territorial Council,AOC,Works,['BIKASH BRAHMA'],2.0,-1.0,9496545.0
740,2022-2023,Bodoland Territorial Council,AOC,Works,['BIKASH TALUKDAR'],1.0,-1.0,4931185.5
741,2022-2023,Bodoland Territorial Council,AOC,Works,['BIKRAM BASUMATARY'],1.0,-1.0,3419172.0
742,2022-2023,Bodoland Territorial Council,AOC,Works,['BINOD DAIMARI'],1.0,4.0,17903856.0
743,2022-2023,Bodoland Territorial Council,AOC,Works,['BIR BAHADUR PRADHAN'],1.0,-1.0,9273824.1
744,2022-2023,Bodoland Territorial Council,AOC,Works,['BIRKANG WARY'],2.0,8.5,7379723.01
745,2022-2023,Bodoland Territorial Council,AOC,Works,['BISTI MUSHAHARY'],1.0,-1.0,10039660.2
746,2022-2023,Bodoland Territorial Council,AOC,Works,['BRINDABAN DAIMARY'],1.0,-1.0,7308985.0
747,2022-2023,Bodoland Territorial Council,AOC,Works,['Babita Basumatary'],1.0,-1.0,4999801.0
748,2022-2023,Bodoland Territorial Council,AOC,Works,['Baharuddin Ahmed'],2.0,1.0,6542090.1
749,2022-2023,Bodoland Territorial Council,AOC,Works,['Baharul Islam'],1.0,-1.0,4224991.0
750,2022-2023,Bodoland Territorial Council,AOC,Works,['Baranda Basumatary'],1.0,-1.0,2973684.47
751,2022-2023,Bodoland Territorial Council,AOC,Works,['Bhrigujit Choudhury'],1.0,4.0,8931035.0
752,2022-2023,Bodoland Territorial Council,AOC,Works,['Bimal Brahma'],1.0,-1.0,4903185.77
753,2022-2023,Bodoland Territorial Council,AOC,Works,['Binay Basumatary'],1.0,-1.0,4953419.38
754,2022-2023,Bodoland Territorial Council,AOC,Works,['Bishnu Rabha'],1.0,-1.0,4096095.3
755,2022-2023,Bodoland Territorial Council,AOC,Works,['Biswa Gopal Saha'],1.0,-1.0,7867567.8
756,2022-2023,Bodoland Territorial Council,AOC,Works,['Biswajit Debnath'],1.0,2.0,3744985.17
757,2022-2023,Bodoland Territorial Council,AOC,Works,['Britain Islary'],2.0,-1.0,7560636.6
758,2022-2023,Bodoland Territorial Council,AOC,Works,['Budha Choudhury'],1.0,4.0,17692338.61
759,2022-2023,Bodoland Territorial Council,AOC,Works,['C.K ASSOCIATE'],1.0,-1.0,9373897.86
760,2022-2023,Bodoland Territorial Council,AOC,Works,['CHAND MAHAMMAD'],1.0,-1.0,4504448.7
761,2022-2023,Bodoland Territorial Council,AOC,Works,['CHANDAN CHOUHAN'],2.0,1.5,31541499.4
762,2022-2023,Bodoland Territorial Council,AOC,Works,['CHANI RAM BASUMATARY'],1.0,3.0,4720570.0
763,2022-2023,Bodoland Territorial Council,AOC,Works,['CHITTARANJAN BISWAS'],1.0,4.0,4551430.0
764,2022-2023,Bodoland Territorial Council,AOC,Works,['CORE INFRARES PVT LTD'],1.0,-1.0,4692440.7
765,2022-2023,Bodoland Territorial Council,AOC,Works,['DADHI BRAHMA'],2.0,0.5,13845428.1
766,2022-2023,Bodoland Territorial Council,AOC,Works,['DAITHUN BASUMATARY'],1.0,7.0,4346158.5
767,2022-2023,Bodoland Territorial Council,AOC,Works,['DEBCHARAN BASUMATARY'],1.0,3.0,20836269.19
768,2022-2023,Bodoland Territorial Council,AOC,Works,['DEEPAK CHANDRA MANDAL'],1.0,-1.0,8984372.4
769,2022-2023,Bodoland Territorial Council,AOC,Works,['DERHASAD BASUMATARY'],1.0,4.0,9623000.0
770,2022-2023,Bodoland Territorial Council,AOC,Works,['DHANANJAY BASUMATARY'],1.0,-1.0,2857151.0
771,2022-2023,Bodoland Territorial Council,AOC,Works,['DHARAMSING NARZARY'],3.0,1.6666666666666667,20450103.86
772,2022-2023,Bodoland Territorial Council,AOC,Works,['DHARANIDHAR KALITA'],1.0,-1.0,9468019.8
773,2022-2023,Bodoland Territorial Council,AOC,Works,['DHILAN BASUMATARY'],2.0,1.5,7458549.93
774,2022-2023,Bodoland Territorial Council,AOC,Works,['DIBAKAR PATHAK'],1.0,-1.0,9456665.4
775,2022-2023,Bodoland Territorial Council,AOC,Works,['DILIP DEBNATH'],1.0,3.0,1545281.1
776,2022-2023,Bodoland Territorial Council,AOC,Works,['DINENDEE BASUMATARY'],1.0,3.0,2844819.01
777,2022-2023,Bodoland Territorial Council,AOC,Works,['DON CONSTRUCTION'],1.0,4.0,3199994.0
778,2022-2023,Bodoland Territorial Council,AOC,Works,['Daniram Brahma'],1.0,-1.0,3960324.0
779,2022-2023,Bodoland Territorial Council,AOC,Works,['Deraj Saikia'],1.0,-1.0,5862980.7
780,2022-2023,Bodoland Territorial Council,AOC,Works,['Dhaniram Basumatary'],2.0,0.5,6667000.34
781,2022-2023,Bodoland Territorial Council,AOC,Works,['Diganta Rabha'],1.0,-1.0,2712199.05
782,2022-2023,Bodoland Territorial Council,AOC,Works,['Dwmwilu Khungur Narzary'],1.0,4.0,9196032.6
783,2022-2023,Bodoland Territorial Council,AOC,Works,['Frontier Sales Corporation'],3.0,0.6666666666666666,44488629.31
784,2022-2023,Bodoland Territorial Council,AOC,Works,['GIT Infrastructure'],1.0,-1.0,4149493.2
785,2022-2023,Bodoland Territorial Council,AOC,Works,['GLOBAL GRAPHICS'],1.0,-1.0,9052879.5
786,2022-2023,Bodoland Territorial Council,AOC,Works,['Ganesh Daimary'],1.0,-1.0,7568446.5
787,2022-2023,Bodoland Territorial Council,AOC,Works,['Gautam Brahma'],2.0,-1.0,9336960.899999999
788,2022-2023,Bodoland Territorial Council,AOC,Works,['Gwjwmsri Brahma'],1.0,2.0,2767925.03
789,2022-2023,Bodoland Territorial Council,AOC,Works,['HAFIZUL ISLAM'],1.0,-1.0,4082000.0
790,2022-2023,Bodoland Territorial Council,AOC,Works,['HARADHAN KUNDU'],3.0,2.0,10834935.719999999
791,2022-2023,Bodoland Territorial Council,AOC,Works,['HARESWAR BORO'],1.0,-1.0,9302268.6
792,2022-2023,Bodoland Territorial Council,AOC,Works,['HARESWAR DEKA'],1.0,-1.0,4553677.8
793,2022-2023,Bodoland Territorial Council,AOC,Works,['HEMAN HAINARI'],1.0,-1.0,3899900.0
794,2022-2023,Bodoland Territorial Council,AOC,Works,['HITESWAR BASUMATARY'],1.0,-1.0,7998547.0
795,2022-2023,Bodoland Territorial Council,AOC,Works,['Harmahan Mushahary'],1.0,3.0,2763395.99
796,2022-2023,Bodoland Territorial Council,AOC,Works,['Hiramba Narzary'],1.0,-1.0,3959674.13
797,2022-2023,Bodoland Territorial Council,AOC,Works,['IMDADULOR RAHMAN'],1.0,-1.0,9017257.5
798,2022-2023,Bodoland Territorial Council,AOC,Works,['INDIRA CHETRI'],1.0,-1.0,1448919.03
799,2022-2023,Bodoland Territorial Council,AOC,Works,['J.P. Enterprise'],1.0,4.0,3685780.0
800,2022-2023,Bodoland Territorial Council,AOC,Works,['JAGAT CHANDRA DEKA'],1.0,-1.0,4551957.9
801,2022-2023,Bodoland Territorial Council,AOC,Works,['JAYANTA BASUMATARY'],1.0,-1.0,16529258.7
802,2022-2023,Bodoland Territorial Council,AOC,Works,['JAYCHAND MUCHAHARY'],1.0,4.0,4582881.9
803,2022-2023,Bodoland Territorial Council,AOC,Works,['JINTU MANI SARMA'],1.0,-1.0,9356165.11
804,2022-2023,Bodoland Territorial Council,AOC,Works,['JISMAIL DAIMARI'],3.0,1.3333333333333333,24127828.0
805,2022-2023,Bodoland Territorial Council,AOC,Works,['Jahn Narzary'],2.0,1.5,7350510.63
806,2022-2023,Bodoland Territorial Council,AOC,Works,['Jamidar Narzary'],1.0,1.0,20544500.0
807,2022-2023,Bodoland Territorial Council,AOC,Works,['K C INFRA PROJECTS PRIVATE LTD'],3.0,-1.0,22927211.1
808,2022-2023,Bodoland Territorial Council,AOC,Works,['K.M.Y. ENTERPRISE'],1.0,-1.0,3191800.28
809,2022-2023,Bodoland Territorial Council,AOC,Works,['KAMAL JAIN'],1.0,-1.0,4735466.1
810,2022-2023,Bodoland Territorial Council,AOC,Works,['KAMAL KAKATI'],1.0,-1.0,4663499.0
811,2022-2023,Bodoland Territorial Council,AOC,Works,['KAMAL KUMAR BASUMATARY'],1.0,-1.0,2475000.0
812,2022-2023,Bodoland Territorial Council,AOC,Works,['KAMAL KUMAR BRAHMA'],2.0,-1.0,6229790.0
813,2022-2023,Bodoland Territorial Council,AOC,Works,['KATIRAM NARZARY'],1.0,-1.0,4024061.37
814,2022-2023,Bodoland Territorial Council,AOC,Works,['Kabin Ch Das'],1.0,4.0,4419674.1
815,2022-2023,Bodoland Territorial Council,AOC,Works,['Kamal Singh Dugar'],2.0,-1.0,18096003.16
816,2022-2023,Bodoland Territorial Council,AOC,Works,['Kamrup Enterprise'],1.0,-1.0,9330643.8
817,2022-2023,Bodoland Territorial Council,AOC,Works,['Karna Ch. Hazawary'],1.0,-1.0,3029379.3
818,2022-2023,Bodoland Territorial Council,AOC,Works,['Khitish Ojha'],1.0,-1.0,11570509.8
819,2022-2023,Bodoland Territorial Council,AOC,Works,['LIZA KALITA'],1.0,-1.0,9097469.1
820,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S ANUJA ENTERPRISE'],1.0,2.0,10407346.0
821,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S BHAGYA TRADERS'],1.0,-1.0,4111699.83
822,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S Deka Electricals'],1.0,4.0,17799128.1
823,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S H B CONSTRUCTION'],1.0,4.0,7496003.26
824,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S KAMAKHYA ENTERPRISE'],1.0,-1.0,3990846.6
825,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S Kusumbar Construction'],2.0,-1.0,9247198.5
826,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S M.D. ENTERPRISE'],1.0,-1.0,4890000.0
827,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S NARZARY TRADERS'],1.0,-1.0,5055860.7
828,2022-2023,Bodoland Territorial Council,AOC,Works,['M/S S S ENTERPRISE'],1.0,3.0,2316692.7
829,2022-2023,Bodoland Territorial Council,AOC,Works,['M/s J S Enterprise'],1.0,3.0,14847284.0
830,2022-2023,Bodoland Territorial Council,AOC,Works,['M/s K L Infratech'],1.0,-1.0,4159895.78
831,2022-2023,Bodoland Territorial Council,AOC,Works,['M/s K.N Etnerprise'],1.0,-1.0,2973930.39
832,2022-2023,Bodoland Territorial Council,AOC,Works,['M/s N B ENTERPRISE'],1.0,-1.0,2475000.0
833,2022-2023,Bodoland Territorial Council,AOC,Works,['M/s Parinita Enterprise'],1.0,-1.0,3988126.0
834,2022-2023,Bodoland Territorial Council,AOC,Works,['MADAN GOPAL AGARWALA'],1.0,-1.0,59837909.32
835,2022-2023,Bodoland Territorial Council,AOC,Works,['MADHU KR BORO'],1.0,-1.0,2763573.0
836,2022-2023,Bodoland Territorial Council,AOC,Works,['MANOJ KR DUTTA'],3.0,-1.0,24197333.93
837,2022-2023,Bodoland Territorial Council,AOC,Works,['MARTIN NARZARI'],1.0,5.0,145.63
838,2022-2023,Bodoland Territorial Council,AOC,Works,['MOHINI MOHAN NARZARY'],1.0,-1.0,2973682.54
839,2022-2023,Bodoland Territorial Council,AOC,Works,['MOMAI BORO'],1.0,-1.0,13994436.0
840,2022-2023,Bodoland Territorial Council,AOC,Works,['MS L N Distributors'],1.0,-1.0,9480984.3
841,2022-2023,Bodoland Territorial Council,AOC,Works,['MS Luhit Enterprise'],3.0,-1.0,46094136.3
842,2022-2023,Bodoland Territorial Council,AOC,Works,['Mantu Nath Boro'],1.0,-1.0,2275613.55
843,2022-2023,Bodoland Territorial Council,AOC,Works,['Md. Samsul Haque'],2.0,0.0,9058889.71
844,2022-2023,Bodoland Territorial Council,AOC,Works,['Monoj Kumar Kalita'],1.0,-1.0,4796653.5
845,2022-2023,Bodoland Territorial Council,AOC,Works,['Mrinmoy Kumar Das'],1.0,-1.0,18806112.73
846,2022-2023,Bodoland Territorial Council,AOC,Works,['NABA BASUMATARY'],2.0,2.0,88547769.9
847,2022-2023,Bodoland Territorial Council,AOC,Works,['NAIM AHMED'],1.0,-1.0,4408303.5
848,2022-2023,Bodoland Territorial Council,AOC,Works,['NARAYAN CH BRAHMA'],1.0,-1.0,2654001.03
849,2022-2023,Bodoland Territorial Council,AOC,Works,['NARUTTAM BISWAS'],1.0,-1.0,3676170.37
850,2022-2023,Bodoland Territorial Council,AOC,Works,['NAVAJIT DAS'],1.0,-1.0,2501855.1
851,2022-2023,Bodoland Territorial Council,AOC,Works,['NIBOL NARZARY'],1.0,-1.0,3841516.0
852,2022-2023,Bodoland Territorial Council,AOC,Works,['NIJWM KHUNGUR NARZARY'],2.0,1.5,5940000.0
853,2022-2023,Bodoland Territorial Council,AOC,Works,['Nandeswar Basumatary'],1.0,-1.0,2475251.0
854,2022-2023,Bodoland Territorial Council,AOC,Works,['Natsakee Incorporation'],2.0,-1.0,26416979.29
855,2022-2023,Bodoland Territorial Council,AOC,Works,['Nripen Ch Deka'],1.0,-1.0,6875148.0
856,2022-2023,Bodoland Territorial Council,AOC,Works,['PANIRAM BARO'],4.0,0.25,52173277.650000006
857,2022-2023,Bodoland Territorial Council,AOC,Works,['PRADIP CH BARO'],2.0,-1.0,7335088.68
858,2022-2023,Bodoland Territorial Council,AOC,Works,['PREMJIT BORO'],1.0,-1.0,9498500.0
859,2022-2023,Bodoland Territorial Council,AOC,Works,['PRONOTI MUSHAHARY'],1.0,-1.0,2931000.0
860,2022-2023,Bodoland Territorial Council,AOC,Works,['PUNYAJIT NARZARY'],2.0,-1.0,19235034.7
861,2022-2023,Bodoland Territorial Council,AOC,Works,['Padma Basumatary'],1.0,-1.0,9198357.3
862,2022-2023,Bodoland Territorial Council,AOC,Works,['Phukan Boro'],1.0,-1.0,4711743.9
863,2022-2023,Bodoland Territorial Council,AOC,Works,['Phukan Lahary'],6.0,-1.0,20987448.03
864,2022-2023,Bodoland Territorial Council,AOC,Works,['Ponkaj Deka'],1.0,5.0,4838573.7
865,2022-2023,Bodoland Territorial Council,AOC,Works,['Power Tools and Engineering'],2.0,-1.0,34980368.4
866,2022-2023,Bodoland Territorial Council,AOC,Works,['Pradip Narzary'],2.0,1.0,9271630.0
867,2022-2023,Bodoland Territorial Council,AOC,Works,['Pran Kumar Das'],1.0,-1.0,3794481.9
868,2022-2023,Bodoland Territorial Council,AOC,Works,['Prasanna Das'],1.0,-1.0,8399821.25
869,2022-2023,Bodoland Territorial Council,AOC,Works,['RANDHIR KR. BASUMATARY'],1.0,-1.0,4495019.25
870,2022-2023,Bodoland Territorial Council,AOC,Works,['RANG INFRASTRUCTURE'],2.0,-1.0,9297090.0
871,2022-2023,Bodoland Territorial Council,AOC,Works,['RANJAN BORO'],2.0,-1.0,13157531.0
872,2022-2023,Bodoland Territorial Council,AOC,Works,['REKHA RABHA'],1.0,-1.0,4923366.69
873,2022-2023,Bodoland Territorial Council,AOC,Works,['RICKY MAHATOO'],1.0,-1.0,8727401.77
874,2022-2023,Bodoland Territorial Council,AOC,Works,['RIJU CHOUDHURY'],1.0,-1.0,2530560.6
875,2022-2023,Bodoland Territorial Council,AOC,Works,['RIMPA DAS'],1.0,-1.0,4280093.4
876,2022-2023,Bodoland Territorial Council,AOC,Works,['RINA BASUMATARY'],1.0,-1.0,3399071.92
877,2022-2023,Bodoland Territorial Council,AOC,Works,['RITUL SHEIKH'],1.0,-1.0,4504864.05
878,2022-2023,Bodoland Territorial Council,AOC,Works,['SARBANANDA OJHA'],1.0,-1.0,9147994.2
879,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI ABHIJEET MODAK'],4.0,-1.0,28770483.599999998
880,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI BISHNU DEV UZIR'],5.0,-1.0,32616258.300000004
881,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI DIPUMONI DAS'],1.0,-1.0,9378126.9
882,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI KAMINI KANTA BASUMATARY'],2.0,-1.0,20780479.5
883,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI PARAMESWAR KALITA'],1.0,-1.0,4824180.9
884,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI PRADIP KUMAR OJAH'],1.0,-1.0,17774295.3
885,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI PRAFULLA BRAHMA'],3.0,-1.0,14701690.0
886,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI PUSPA BARUAH'],1.0,-1.0,9458155.99
887,2022-2023,Bodoland Territorial Council,AOC,Works,['SRI SAMAR WARRI'],1.0,-1.0,9209321.1
888,2022-2023,Bodoland Territorial Council,AOC,Works,['SUN WARY'],1.0,-1.0,3326664.0
889,2022-2023,Bodoland Territorial Council,AOC,Works,['Saiful Ali'],1.0,-1.0,4653466.2
890,2022-2023,Bodoland Territorial Council,AOC,Works,['Siddhartha Bhakta'],1.0,-1.0,9107421.17
891,2022-2023,Bodoland Territorial Council,AOC,Works,['Sonasri Boro'],3.0,2.3333333333333335,10608244.43
892,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Argeng Muchahary'],1.0,-1.0,3635626.31
893,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Bikash Nath'],2.0,1.5,9530911.9
894,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Birgrang Basumatary'],1.0,-1.0,3469285.48
895,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Bishnu Basumatary'],1.0,-1.0,64123822.42
896,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Brindaban Roy'],1.0,3.0,2475000.0
897,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Dhruba Patgiri'],1.0,-1.0,2700000.0
898,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Ekho Das'],1.0,-1.0,9765112.5
899,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Gilard Basumatary'],2.0,1.0,7500000.0
900,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Haripada Mandal'],1.0,-1.0,2592558.0
901,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Hiten Deka'],1.0,-1.0,4276670.52
902,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Kamal Chauhan'],1.0,-1.0,4870617.3
903,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Kishalay Chakraborty'],1.0,-1.0,9996853.46
904,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Minon Mochahari'],2.0,0.0,26796995.5
905,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Nasiram Daimary'],3.0,-1.0,12827554.26
906,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Prasanta Kumar Deka'],1.0,-1.0,16634430.0
907,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Rajendra Kachari'],2.0,1.0,13465042.200000001
908,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Rajmahal Basumatary'],2.0,-1.0,8019651.1
909,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Ringkhang Mushahary'],1.0,-1.0,3465000.0
910,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Sanjay Debnath'],2.0,1.5,14197493.7
911,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Sanswrang Bargayary'],1.0,-1.0,3861147.0
912,2022-2023,Bodoland Territorial Council,AOC,Works,['Sri Suman Boro'],1.0,-1.0,2475000.0
913,2022-2023,Bodoland Territorial Council,AOC,Works,['UPENDRA NATH BRAHMA'],1.0,-1.0,4998685.0
914,2022-2023,Bodoland Territorial Council,AOC,Works,['Yash global reach'],1.0,-1.0,7409280.0
915,2022-2023,Bodoland Territorial Council,AOC,Works,['bhairab brahma'],1.0,3.0,4964057.0
916,2022-2023,Bodoland Territorial Council,AOC,Works,['munindra dutta'],2.0,1.5,11437623.89
917,2022-2023,Bodoland Territorial Council,AOC,Works,['narayan Deka'],1.0,-1.0,3690727.2
918,2022-2023,Bodoland Territorial Council,AOC,Works,['prakash body construction company'],1.0,-1.0,9192000.0
919,2022-2023,Bodoland Territorial Council,AOC,Works,['suren ch baro'],2.0,-1.0,14999958.35
920,2022-2023,Bodoland Territorial Council-PWD,AOC,Services,['4 line architects'],1.0,-1.0,23195400.0
921,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['A T ENTERPRISE'],1.0,4.0,3999000.0
922,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['ALPISING NARZARY'],2.0,-1.0,11751324.0
923,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['AMIO KUNGOR BASUMATARY'],6.0,2.8333333333333335,86633460.91
924,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['AMIT BISWAS'],3.0,-1.0,8664122.28
925,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['AMIT BRAHMA'],1.0,-1.0,4759520.0
926,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['ANIL BORO'],2.0,4.0,11495454.8
927,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['ASHIT GHOSH'],1.0,-1.0,8192438.14
928,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['ASTROPHER BORGOYARY'],1.0,4.0,17998000.0
929,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['Abhijit Debnath'],1.0,8.0,7199463.2
930,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['Amiya Kumar Brahma'],1.0,-1.0,12299245.4
931,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['Amrita Paul'],1.0,2.0,1838515.69
932,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['Animesh Brahma'],1.0,-1.0,2321087.12
933,2022-2023,Bodoland Territorial Council-PWD,AOC,Works,['Arjun Saha'],14.0,1.2142857142857142,78487262.4
